reviewId,content,score,gender,location,date,Unnamed: 6,Unnamed: 7,tokens,text_final,label
76ea6f54-42da-41ae-9c2d-338bd834cd52,"It's a good app, you can really find like minded people, but after the recent update, they have maybe removed the ""new here"" tag, that's bad.",4.0,male,"Jeddah, Saudi Arabia",2020-12-31,,,"['find', 'minded', 'people', 'recent_update', 'remove', 'new', 'tag']",find minded people recent_update remove new tag,positive
6cb43d36-1ebd-4030-88b4-0354850025bd,no one likes me.... I'm going to put exclusive blame on the app as opposed to assuming that there's anything about myself I should change. That sounds to me like the correct way to interpret that.,4.0,female,"Córdoba, Argentina",2022-10-22,,,"['like', 'go', 'exclusive', 'blame', 'oppose', 'assume', 'change', 'sound', 'correct', 'interpret']",like go exclusive blame oppose assume change sound correct interpret,positive
7e411ca8-65c6-4e51-98e3-6ef03ba5e302,"Honestly compared to Tinder and Bumble, Hinge is the best of the worst at the moment. The app is buggy at times and the price point kinda sucks but I can't complain with results. Something that isn't Hinge's fault is the smaller user base compared to tinder or bumble. But if you're looking to seriously date, Hinge delivers compared to the other two.",4.0,male,"Tel Aviv, Israel",2020-08-19,,,"['compare', 'good', 'moment', 'buggy', 'time', 'price', 'point', 'suck', 'not_complain', 'result', 'fault', 'small', 'user_base', 'compare', 'look', 'date', 'deliver', 'compare']",compare good moment buggy time price point suck not_complain result fault small user_base compare look date deliver compare,positive
66357fde-09b3-4015-84f7-df2fb8bce898,"Tough luck in the first few months, but I've gotten a good few matches with really interesting people. The notifications sometimes don't show up, so that's been kinda rough but other than that great app.",4.0,female,"San Jose, United States",2022-07-08,,,"['tough', 'luck', 'month', 'get', 'match', 'interesting', 'people', 'notification', 'not_show', 'rough']",tough luck month get match interesting people notification not_show rough,positive
de9a64ed-d72a-49de-ac7c-aabec6025c38,Great Dating App for Genuine Connections,4.0,male,"Jerusalem, Israel",2020-07-31,,,"['genuine', 'connection']",genuine connection,positive
cfac20cc-b521-4cd7-9e26-226847c6b1b6,Better than most dating apps but still exhausting lol,4.0,male,"Boston, United States",2022-06-13,,,"['app', 'exhaust', 'lol']",app exhaust lol,positive
f3fab3f5-9c77-4e80-afe0-980ec81fe573,"Hi Devs, text is not visible when I type a message, please fix asap :-)",4.0,female,"Fortaleza, Brazil",2023-01-31,,,"['devs', 'text', 'not_visible', 'type', 'message', 'fix', 'asap']",devs text not_visible type message fix asap,positive
68872dfb-2597-4066-94ce-bd5b7779e64b,5 star if they improve the verifying process. Takes naturally blurry photos with my camera when I don't naturally have a blurry camera. Can't verify and I even subscribed...,4.0,female,"Valparaíso, Chile",2022-10-28,,,"['star', 'improve', 'verifying', 'process', 'take', 'blurry', 'photo', 'camera', 'blurry', 'camera', 'not_verify', 'subscribe']",star improve verifying process take blurry photo camera blurry camera not_verify subscribe,positive
44053da6-e768-4375-812f-301874d7fb9f,"Just started, still evaluating. lol",4.0,male,"Accra, Ghana",2021-04-24,,,"['start', 'evaluate', 'lol']",start evaluate lol,positive
46db4b7b-77c2-4d0e-b0ab-fa415e600f68,"Probably the best free dating app out there as you don't have to pay to see who likes you, match w them, and chat. It's definitely at least worth trying. My only complaint is the poor execution of activeness. You can only see if someone is currently active or has been that day.",4.0,male,"Delhi, India",2020-09-11,,,"['free', 'pay', 'like', 'match', 'chat', 'worth', 'try', 'complaint', 'poor', 'execution', 'activeness', 'active', 'day']",free pay like match chat worth try complaint poor execution activeness active day,positive
d71c05ce-aa59-4065-a1e5-c847c3db232a,"As far as dating apps go, Hinge has the best UI, and a nice set-up. If I could make a filter suggestion, it would be looking for. Many people are looking for either Monogamous or ENM, and being able to filter would super beneficial.",4.0,male,"Durban, South Africa",2021-03-17,,,"['app', 'good', 'ui', 'set', 'filter', 'suggestion', 'look', 'people', 'look', 'monogamous', 'enm', 'able_filter', 'beneficial']",app good ui set filter suggestion look people look monogamous enm able_filter beneficial,positive
313cb756-5512-48c1-8bc5-1aa36eabe2e0,App concept is good with quality profiles however developer should add an option to share photos atleast,4.0,female,"Adelaide, Australia",2023-06-03,,,"['concept', 'quality', 'profile', 'developer', 'add', 'option', 'share', 'photo']",concept quality profile developer add option share photo,positive
63d583e2-dd76-458f-b342-1454e49879df,can't really give it a full review right now but it's been pretty good I guess so far,4.0,female,"Cali, Colombia",2023-02-28,,,"['review', 'guess']",review guess,positive
209e4da0-4403-4197-9058-bc9667b7a3c6,nicee,4.0,male,"Tel Aviv, Israel",2020-10-30,,,['nicee'],nicee,positive
591b0baf-5ec4-4abf-9fa5-941da668ab96,"Good convos met a very annoying man on here, but he kinda cute and now we are cuddling and all that good stuff",4.0,male,"Tokyo, Japan",2020-09-17,,,"['convos', 'meet', 'annoying', 'man', 'cute', 'cuddle', 'stuff']",convos meet annoying man cute cuddle stuff,positive
023f85e4-9d46-47b7-b748-710ae7674082,"alot of misses,all it takes is one to change everything.",4.0,female,"Santiago, Chile",2022-12-23,,,"['alot', 'miss', 'take', 'change']",alot miss take change,positive
b9f49d84-7669-4a5b-aa2d-61e9411a09e9,This is essentially a pay to date app,4.0,male,"San Antonio, United States",2022-06-24,,,"['pay', 'date']",pay date,positive
879a2ed9-e7be-4a7c-a988-56708f7ff380,can't put 5 star as it to early but all professional put together no issues with platform so far,4.0,female,"Rosario, Argentina",2022-09-08,,,"['not_put', 'star', 'early', 'professional', 'issue', 'platform']",not_put star early professional issue platform,positive
ef9fbe5f-547d-4ca6-a26f-3705b21908f0,"I am using this app from last 1 month and I got 7-8 matches. But, this app is bit slow and there should be an option for sending media and calling options. Also, pricing for Premium subscribe should be low so that everyone could afford it. Rather I would say it's an amazing experience on Hinge. They must improve few things and can do better than other dating apps.",4.0,male,"Dakar, Senegal",2021-06-11,,,"['month', 'match', 'slow', 'option', 'send', 'medium', 'call', 'option', 'price', 'premium', 'subscribe', 'low', 'afford', 'experience', 'improve', 'thing', 'well', 'app']",month match slow option send medium call option price premium subscribe low afford experience improve thing well app,positive
daff9427-1db2-4ef8-a960-f09b388bbba8,it's alright. Matches are rare but they typically are of higher quality then other apps,4.0,female,"Quito, Ecuador",2022-09-03,,,"['alright', 'match', 'rare', 'high_quality', 'app']",alright match rare high_quality app,positive
19ced505-3132-4a80-9df8-8cdfd99b2656,"So far the app is enjoyable. My main con is how when someone's matched with you, there isn't always a conversation prompt if they've only liked a picture. It makes starting a conversation a bit daunting.",4.0,male,"Calgary, Canada",2021-10-26,,,"['enjoyable', 'main', 'con', 'match', 'conversation', 'prompt', 'like', 'picture', 'make', 'start_conversation', 'bit', 'daunting']",enjoyable main con match conversation prompt like picture make start_conversation bit daunting,positive
3b5ad0bf-190e-4572-8a72-6ca3a5a662a2,Screen not displaying correctly on Samsung A53. Black navbar sits on middle of page. Wish I could attach screenshot.,4.0,male,"Mombasa, Kenya",2021-05-18,,,"['screen', 'not_display', 'samsung', 'black', 'navbar', 'sit', 'middle', 'page', 'wish', 'attach', 'screenshot']",screen not_display samsung black navbar sit middle page wish attach screenshot,positive
6af9cf4d-a38f-4b0e-8daa-69a9bdeb1fa2,it's been my favorite app since day one. keep up the good work,4.0,male,"Prague, Czech Republic",2020-02-25,,,"['favorite', 'day', 'work']",favorite day work,positive
72af14aa-b05e-4c08-b9f9-9206341f815a,This was the best app I've been on. Didn't get lucky unfortunately but i recommend to try. A lot of good things to say about but go try it out...amazing app,4.0,male,"Johannesburg, South Africa",2021-03-09,,,"['good', 'not_get', 'lucky', 'recommend', 'thing']",good not_get lucky recommend thing,positive
83bce95d-2bcc-463c-9a09-9d1b6c1dc99b,"Honestly, this app is kind of lame. I've used bumble many times with much success, but this one get no matches ever. Unless you want to date a 🐋 Not only that, but the only place I've seen women I'm actually attracted to is the section where you have to spend a ROSE to reach out. ROSEs cost money, and you still don't get matches/replies. I've been on here for a week and literally not a single conversation. It's absurd. Edit: I've had better luck lately, but the 🌹 thing still gets no matches.",4.0,male,"Dubai, United Arab Emirates",2020-07-29,,,"['lame', 'time', 'success', 'match', 'want', 'date', 'whale', 'place', 'see', 'woman', 'attract', 'section', 'spend', 'rose', 'reach', 'rose', 'cost_money', 'not_get_match', 'reply', 'week', 'single', 'conversation', 'absurd', 'edit', 'well', 'luck', 'rose', 'get', 'match']",lame time success match want date whale place see woman attract section spend rose reach rose cost_money not_get_match reply week single conversation absurd edit well luck rose get match,positive
fcc2f14f-7947-4af3-9cff-69af2127edf9,Updated and still can't even log in anymore.,4.0,male,"Guangzhou, China",2020-07-03,,,"['update', 'log']",update log,positive
787c0433-11d2-42b5-accf-d6cb327c73fc,"A few interactions here, but I did meet my last girlfriend here. So, that's a plus. I don't think it's as common or as popular as Tinder, but it should be.",4.0,male,"Manchester, United Kingdom",2020-01-07,,,"['interaction', 'meet', 'girlfriend', 'plus', 'not_think', 'common', 'popular']",interaction meet girlfriend plus not_think common popular,positive
3d519bb0-d360-4d58-8131-3926f1261a56,"Pretty good, would be nice if you could share your profile with people so your friends could go over it more easily.",4.0,male,"Athens, Greece",2020-05-09,,,"['share', 'profile', 'people', 'friend']",share profile people friend,positive
f12ed9b0-98b6-4109-ad15-47335be1e5df,Deliberately limited likes per day. no blurring/pay to reveal mechanic. Simple and great app,4.0,female,"Caracas, Venezuela",2023-02-19,,,"['limited_like', 'day', 'blurring', 'pay', 'reveal', 'mechanic', 'simple']",limited_like day blurring pay reveal mechanic simple,positive
d7434cad-f485-47e7-bdfa-1871ebd29427,good app for exercising and enhancing cope up mechanism 😁😅😂,4.0,male,"Dar es Salaam, Tanzania",2021-06-20,,,"['exercise', 'enhance', 'cope', 'mechanism', 'beam', 'face_smile', 'eye', 'grin_face', 'sweat', 'face_tear', 'joy']",exercise enhance cope mechanism beam face_smile eye grin_face sweat face_tear joy,positive
24e73161-055a-4dff-9435-2cfd4ab8d393,I like the question options that Hinge has to choose from to describe your personality. As well as have a good insight into who someone is to find the right match,4.0,female,"Buenos Aires, Argentina",2022-08-30,,,"['question', 'option', 'choose', 'describe', 'personality', 'insight', 'find', 'right', 'match']",question option choose describe personality insight find right match,positive
603f005f-6539-4410-beaf-19df5120d98e,buggy messaging,4.0,female,"Melbourne, Australia",2023-07-10,,,"['buggy', 'messaging']",buggy messaging,positive
d0d27bc6-cdbc-4b1a-9df2-a860b7d229cb,"by far best of the dating apps. ability to comment on profiles, reoccurring roses, see likes & relationship types. limited likes i didn't like initially, but prefer it now as it forces u to be deliberate and get back to real life. i know these decisions are made by higher ups & not devs, but plz don't change these to make short term gains, bc this is what sets hinge apart. Only suggestion i have is app constantly refreshes ! & add leftist options to political views, as liberal is center-left",4.0,male,"Shanghai, China",2020-07-31,,,"['good', 'app', 'ability', 'comment', 'profile', 'reoccurre', 'rose', 'like', 'relationship_type', 'limited_like', 'not_like', 'prefer', 'force', 'deliberate', 'real_life', 'know', 'decision', 'high', 'up', 'not_devs', 'not_change', 'short', 'term', 'gain', 'bc', 'set', 'suggestion', 'refreshe', 'add', 'leftist', 'option', 'political_view', 'liberal', 'left']",good app ability comment profile reoccurre rose like relationship_type limited_like not_like prefer force deliberate real_life know decision high up not_devs not_change short term gain bc set suggestion refreshe add leftist option political_view liberal left,positive
acf6c8fe-8664-47a8-8aa5-deed7a0a0598,Better than bumble or feeld!,4.0,male,"Busan, South Korea",2020-07-13,,,"['well', 'feeld']",well feeld,positive
836b48cb-8930-492d-89e5-81b6ac92d1b4,My favorite dating app,4.0,male,"Lisbon, Portugal",2020-01-21,,,['favorite'],favorite,positive
f70640ec-4481-4caa-b908-0e2d5ff2b1e3,Believe me it is designed to be deleted. Keep it up hinge👍,4.0,male,"Harare, Zimbabwe",2021-06-12,,,"['believe', 'design_delete', 'thumb']",believe design_delete thumb,positive
e785a153-877a-4f72-aa51-5ed98180214a,"so far so good. profiles seem real, not bots, unlike Tinder. Tinder should change their name to Communication with Scammers and Bots",4.0,male,"Rabat, Morocco",2021-05-21,,,"['profile', 'real', 'bot', 'change', 'communication', 'scammer', 'bot']",profile real bot change communication scammer bot,positive
f2977c86-f586-4086-9f36-0cecd82a1c7a,"Higher quality than most dating apps out there - has a better dating pool overall, with a nice interface and a free backtrack if you accidentally swipe past someone. I love the prompts feature.",4.0,female,"Buenos Aires, Argentina",2023-02-06,,,"['high_quality', 'app', 'well', 'pool', 'interface', 'free', 'backtrack', 'swipe', 'prompt', 'feature']",high_quality app well pool interface free backtrack swipe prompt feature,positive
c0b68f8d-eee1-46dd-91ec-40f10b998f2f,Great app. I'm a huge fan of being able to send a starter message without having to have matched with the person.,4.0,female,"New York, United States",2022-07-07,,,"['huge', 'fan', 'able', 'send', 'starter', 'message', 'have', 'match', 'person']",huge fan able send starter message have match person,positive
554e20bb-c6d6-4397-a756-39c3fc23957a,"It's fine, I mean the ecos it's built up for people my age(18-25ish) at least seems fine and it's better than tinder and bumble in my experience But do like do a little bit more with the messaging function please, the UX is pretty bad. There's no way to reply to specific messages, no way to check when a message was sent in time, if I swipe I'm back on their profile by accident, I've had so many people that I talk to just move to IG in 5 exchanges because of it.",4.0,male,"San Francisco, United States",2021-08-21,,,"['fine', 'mean', 'ecos', 'build', 'people', 'fine', 'well', 'experience', 'little_bit', 'message', 'function', 'ux', 'reply', 'specific', 'message', 'check', 'message', 'send', 'time', 'swipe', 'profile', 'accident', 'people', 'talk', 'exchange']",fine mean ecos build people fine well experience little_bit message function ux reply specific message check message send time swipe profile accident people talk exchange,positive
2ee3bf11-a980-4b37-a74f-641abdc0703c,getting the hang of this seems like a cool platform though,4.0,male,"Marseille, France",2020-06-11,,,"['get', 'hang', 'cool', 'platform']",get hang cool platform,positive
cac112a8-e6ba-433c-ac03-a4eb56b2789e,nice app easy to use,4.0,male,"Washington DC, United States",2022-01-01,,,['easy'],easy,positive
ad382f68-d726-4deb-a95f-5d154aaf1668,Didn't get the chance to really use,4.0,female,"Auckland, New Zealand",2023-07-14,,,"['not_get', 'chance']",not_get chance,positive
c2450a70-962c-4c0f-b6ea-ca0239f702c7,Originally tried Hinge in 2020 and left 1 star. It's gotten a lot better in 2024. If you are looking at fully utilizing this apps customised search settings the only way forward is to subscribe. *Note to App devs. Please can we have a DARK mode. My eyes have got burn in. 😋 🙏🏼🖤,4.0,male,"Hong Kong, China",2020-07-26,,,"['try', 'leave', 'star', 'get', 'well', 'look', 'utilize', 'app', 'customise', 'search', 'setting', 'subscribe', 'note', 'devs', 'dark_mode', 'eye', 'burn', 'face', 'savor', 'food', 'fold_hand', 'medium_light', 'skin_tone', 'black', 'heart']",try leave star get well look utilize app customise search setting subscribe note devs dark_mode eye burn face savor food fold_hand medium_light skin_tone black heart,positive
87109fc5-c639-4e98-aa83-04ba3123feff,"it's pretty good, though it could use better oauth support for Firefox to integrate with Instagram",4.0,male,"Glasgow, United Kingdom",2020-06-04,,,"['well', 'oauth', 'support', 'firefox', 'integrate', 'instagram']",well oauth support firefox integrate instagram,positive
6b1723d1-9aee-4130-9561-6dbeff02ce24,"It's like most dating apps, but at least there's no hidden paywall or any spammers that I've seen",4.0,male,"Edinburgh, United Kingdom",2020-03-22,,,"['app', 'not_hidden', 'paywall', 'spammer', 'see']",app not_hidden paywall spammer see,positive
b7b16ba1-bb96-4698-9807-dfcd59235ca4,It's better than Tinder...,4.0,male,"New York, United States",2022-03-19,,,['well'],well,positive
985c42fc-2d61-4454-a255-92e1aac55582,yall it ain't that bad calm down with them 1 stars,4.0,male,"San Antonio, United States",2021-08-05,,,"['be', 'calm', 'star']",be calm star,positive
0f770861-873c-433a-b4a1-68200a1ec869,I found a few cool matches and some weird ones but I found someone with the ideal I had for myself he's flawed but amazing thank you hinge😊,4.0,male,"Denver, United States",2021-12-05,,,"['find', 'cool', 'match', 'weird', 'one', 'find', 'ideal', 'flawed', 'thank', 'smile_face', 'smile_eye']",find cool match weird one find ideal flawed thank smile_face smile_eye,positive
25448818-1e33-44b0-b8d5-502a60a19f71,Its a bit pricey but I appreciate how authentic and transparent the app is. I'm actually tempted to pay to see if my already good experience could become excellent,4.0,male,"Dallas, United States",2021-09-09,,,"['bit', 'pricey', 'appreciate', 'authentic', 'transpare', 'tempt', 'pay', 'experience', 'excellent']",bit pricey appreciate authentic transpare tempt pay experience excellent,positive
98acb003-4f25-4344-8019-561b5dfd2450,do not get matches often.,4.0,male,"Kathmandu, Nepal",2020-09-05,,,['not_get_match'],not_get_match,positive
